#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtblIndex,f1Ctrl,f2Ctrl,vCtrl,enCtrl
enBit,1.671088435374153,3,101,,,,,,,,,0,,,,,,,,,31,1,2,236,0,8,0
enBit,1.6714965986394594,3,101,,,,,,,,,1,,,,,,,,,31,1,2,236,0,8,31
enBit,1.6715419501133824,3,101,,,,,,,,,0,,,,,,,,,31,1,2,236,0,8,0
wtbNew,1.6715419501133824,3,101,,,,,,,,,0,,,,,,,,,0,0,2,236,0,8,0
wtbLast,1.6715646258503438,3,101,,,,,,,,,0,,,,,,,,,1,240,2,236,0,8,0
wtbLast,1.6715646258503438,3,101,,,,,,,,,0,,,,,,,,,2,224,2,236,0,8,0
wtbLast,1.6715873015873053,3,101,,,,,,,,,0,,,,,,,,,3,208,2,236,0,8,0
wtbLast,1.6715873015873053,3,101,,,,,,,,,0,,,,,,,,,4,192,2,236,0,8,0
wtbLast,1.6716099773242667,3,101,,,,,,,,,0,,,,,,,,,5,176,2,236,0,8,0
wtbLast,1.6716099773242667,3,101,,,,,,,,,0,,,,,,,,,6,160,2,236,0,8,0
wtbLast,1.6716326530612282,3,101,,,,,,,,,0,,,,,,,,,7,144,2,236,0,8,0
wtbLast,1.6716326530612282,3,101,,,,,,,,,0,,,,,,,,,8,128,2,236,0,8,0
wtbLast,1.6716553287981897,3,101,,,,,,,,,0,,,,,,,,,9,128,2,236,0,8,0
wtbLast,1.6716553287981897,3,101,,,,,,,,,0,,,,,,,,,10,128,2,236,0,8,0
wtbLast,1.6716780045351511,3,101,,,,,,,,,0,,,,,,,,,11,128,2,236,0,8,0
wtbLast,1.6717006802721126,3,101,,,,,,,,,0,,,,,,,,,12,128,2,236,0,8,0
wtbLast,1.6717006802721126,3,101,,,,,,,,,0,,,,,,,,,13,128,2,236,0,8,0
wtbLast,1.671723356009074,3,101,,,,,,,,,0,,,,,,,,,14,128,2,236,0,8,0
wtbLast,1.671723356009074,3,101,,,,,,,,,0,,,,,,,,,15,128,2,236,0,8,0
wtbLast,1.6717460317460355,3,101,,,,,,,,,0,,,,,,,,,16,128,2,236,0,8,0
wtbLast,1.6717460317460355,3,101,,,,,,,,,0,,,,,,,,,17,128,2,236,0,8,0
wtbLast,1.671768707482997,3,101,,,,,,,,,0,,,,,,,,,18,128,2,236,0,8,0
wtbLast,1.671768707482997,3,101,,,,,,,,,0,,,,,,,,,19,128,2,236,0,8,0
wtbLast,1.6717913832199585,3,101,,,,,,,,,0,,,,,,,,,20,128,2,236,0,8,0
wtbLast,1.6717913832199585,3,101,,,,,,,,,0,,,,,,,,,21,128,2,236,0,8,0
wtbLast,1.67181405895692,3,101,,,,,,,,,0,,,,,,,,,22,128,2,236,0,8,0
wtbLast,1.67181405895692,3,101,,,,,,,,,0,,,,,,,,,23,128,2,236,0,8,0
wtbLast,1.6718367346938814,3,101,,,,,,,,,0,,,,,,,,,24,127,2,236,0,8,0
wtbLast,1.6718594104308429,3,101,,,,,,,,,0,,,,,,,,,25,112,2,236,0,8,0
wtbLast,1.6718594104308429,3,101,,,,,,,,,0,,,,,,,,,26,96,2,236,0,8,0
wtbLast,1.6718820861678043,3,101,,,,,,,,,0,,,,,,,,,27,80,2,236,0,8,0
wtbLast,1.6718820861678043,3,101,,,,,,,,,0,,,,,,,,,28,64,2,236,0,8,0
wtbLast,1.6719047619047658,3,101,,,,,,,,,0,,,,,,,,,29,48,2,236,0,8,0
wtbLast,1.6719047619047658,3,101,,,,,,,,,0,,,,,,,,,30,32,2,236,0,8,0
wtbLast,1.6719274376417272,3,101,,,,,,,,,0,,,,,,,,,31,16,3,236,0,8,0
enBit,1.6719501133786887,3,101,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,1.6816326530612284,3,101,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,1.6983219954648567,3,102,,,,,,,,,1,,,,,,,,,31,16,3,236,0,10,31
vCtrl,1.7150793650793692,3,103,,,,,,,,,1,,,,,,,,,31,16,3,236,0,11,31
vCtrl,1.731746031746036,3,104,,,,,,,,,1,,,,,,,,,31,16,3,236,0,10,31
vCtrl,1.748435374149664,3,105,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,1.765759637188213,3,106,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,1.781836734693882,3,107,,,,,,,,,1,,,,,,,,,31,16,3,236,0,7,31
vCtrl,1.799206349206354,3,108,,,,,,,,,1,,,,,,,,,31,16,3,236,0,6,31
vCtrl,1.8159183673469437,3,109,,,,,,,,,1,,,,,,,,,31,16,3,236,0,5,31
vCtrl,1.8321768707483042,3,110,,,,,,,,,1,,,,,,,,,31,16,3,236,0,4,31
vCtrl,1.8488435374149708,3,111,,,,,,,,,1,,,,,,,,,31,16,3,236,0,3,31
vCtrl,2.2325623582766547,3,134,,,,,,,,,1,,,,,,,,,31,16,3,236,0,2,31
vCtrl,2.2492517006802832,3,135,,,,,,,,,1,,,,,,,,,31,16,3,236,0,1,31
f1Ctrl,2.267369614512483,3,137,,,,,,,,,1,,,,,,,,,31,16,3,60,0,1,31
f2Ctrl,2.2674376417233675,3,137,,,,,,,,,1,,,,,,,,,31,16,3,60,1,1,31
vCtrl,2.267755102040828,3,137,,,,,,,,,1,,,,,,,,,31,16,3,60,1,8,31
vCtrl,2.2826530612245017,3,137,,,,,,,,,1,,,,,,,,,31,16,3,60,1,9,31
vCtrl,2.2995011337868605,3,138,,,,,,,,,1,,,,,,,,,31,16,3,60,1,10,31
vCtrl,2.3162585034013734,3,139,,,,,,,,,1,,,,,,,,,31,16,3,60,1,11,31
vCtrl,2.332811791383233,3,140,,,,,,,,,1,,,,,,,,,31,16,3,60,1,10,31
vCtrl,2.3495011337868617,3,141,,,,,,,,,1,,,,,,,,,31,16,3,60,1,9,31
vCtrl,2.3667800453514882,3,143,,,,,,,,,1,,,,,,,,,31,16,3,60,1,8,31
vCtrl,2.3828571428571577,3,143,,,,,,,,,1,,,,,,,,,31,16,3,60,1,7,31
vCtrl,2.399546485260786,3,144,,,,,,,,,1,,,,,,,,,31,16,3,60,1,6,31
vCtrl,2.416258503401376,3,145,,,,,,,,,1,,,,,,,,,31,16,3,60,1,5,31
vCtrl,2.4329478458050047,3,146,,,,,,,,,1,,,,,,,,,31,16,3,60,1,4,31
vCtrl,2.4496145124716717,3,147,,,,,,,,,1,,,,,,,,,31,16,3,60,1,3,31
vCtrl,2.8333333333333606,3,171,,,,,,,,,1,,,,,,,,,31,16,3,60,1,2,31
vCtrl,2.850022675736989,3,172,,,,,,,,,1,,,,,,,,,31,16,3,60,1,1,31
f1Ctrl,2.8681632653061504,3,173,,,,,,,,,1,,,,,,,,,31,16,3,236,1,1,31
f2Ctrl,2.8682086167800733,3,173,,,,,,,,,1,,,,,,,,,31,16,3,236,0,1,31
vCtrl,2.868526077097534,3,173,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,2.883446712018169,3,174,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,2.9001360544217976,3,175,,,,,,,,,1,,,,,,,,,31,16,3,236,0,10,31
vCtrl,2.9168934240363105,3,176,,,,,,,,,1,,,,,,,,,31,16,3,236,0,11,31
vCtrl,2.933537414966016,3,177,,,,,,,,,1,,,,,,,,,31,16,3,236,0,10,31
vCtrl,2.9502267573696446,3,178,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,2.96764172335604,3,179,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,2.9837188208617094,3,180,,,,,,,,,1,,,,,,,,,31,16,3,236,0,7,31
vCtrl,3.000317460317492,3,181,,,,,,,,,1,,,,,,,,,31,16,3,236,0,6,31
vCtrl,3.017029478458082,3,182,,,,,,,,,1,,,,,,,,,31,16,3,236,0,5,31
vCtrl,3.0337188208617105,3,183,,,,,,,,,1,,,,,,,,,31,16,3,236,0,4,31
vCtrl,3.0503854875283776,3,184,,,,,,,,,1,,,,,,,,,31,16,3,236,0,3,31
vCtrl,3.4341043083900664,3,207,,,,,,,,,1,,,,,,,,,31,16,3,236,0,2,31
vCtrl,3.450793650793695,3,208,,,,,,,,,1,,,,,,,,,31,16,3,236,0,1,31
f1Ctrl,3.469387755102085,3,209,,,,,,,,,1,,,,,,,,,31,16,3,178,0,1,31
vCtrl,3.46977324263043,3,209,,,,,,,,,1,,,,,,,,,31,16,3,178,0,8,31
vCtrl,3.484988662131564,3,210,,,,,,,,,1,,,,,,,,,31,16,3,178,0,9,31
vCtrl,3.5012018140590024,3,211,,,,,,,,,1,,,,,,,,,31,16,3,178,0,10,31
vCtrl,3.5179591836735153,3,212,,,,,,,,,1,,,,,,,,,31,16,3,178,0,11,31
vCtrl,3.534603174603221,3,213,,,,,,,,,1,,,,,,,,,31,16,3,178,0,10,31
vCtrl,3.551360544217734,3,214,,,,,,,,,1,,,,,,,,,31,16,3,178,0,9,31
vCtrl,3.568616780045399,3,215,,,,,,,,,1,,,,,,,,,31,16,3,178,0,8,31
vCtrl,3.5846938775510684,3,216,,,,,,,,,1,,,,,,,,,31,16,3,178,0,7,31
vCtrl,3.6015646258503886,3,217,,,,,,,,,1,,,,,,,,,31,16,3,178,0,6,31
vCtrl,3.61829931972794,3,218,,,,,,,,,1,,,,,,,,,31,16,3,178,0,5,31
vCtrl,3.6348752834467613,3,219,,,,,,,,,1,,,,,,,,,31,16,3,178,0,4,31
vCtrl,3.6515419501134283,3,220,,,,,,,,,1,,,,,,,,,31,16,3,178,0,3,31
vCtrl,4.034875283446767,3,243,,,,,,,,,1,,,,,,,,,31,16,3,178,0,2,31
vCtrl,4.051564625850395,3,244,,,,,,,,,1,,,,,,,,,31,16,3,178,0,1,31
f1Ctrl,4.069750566893478,3,245,,,,,,,,,1,,,,,,,,,31,16,3,132,0,1,31
vCtrl,4.070090702947899,3,245,,,,,,,,,1,,,,,,,,,31,16,3,132,0,8,31
vCtrl,4.085034013605495,3,246,,,,,,,,,1,,,,,,,,,31,16,3,132,0,9,31
vCtrl,4.101655328798238,3,247,,,,,,,,,1,,,,,,,,,31,16,3,132,0,10,31
vCtrl,4.118412698412749,3,248,,,,,,,,,1,,,,,,,,,31,16,3,132,0,11,31
vCtrl,4.135646258503451,3,249,,,,,,,,,1,,,,,,,,,31,16,3,132,0,10,31
vCtrl,4.151768707483042,3,250,,,,,,,,,1,,,,,,,,,31,16,3,132,0,9,31
vCtrl,4.169092970521589,3,251,,,,,,,,,1,,,,,,,,,31,16,3,132,0,8,31
vCtrl,4.185170068027257,3,252,,,,,,,,,1,,,,,,,,,31,16,3,132,0,7,31
vCtrl,4.201859410430885,3,253,,,,,,,,,1,,,,,,,,,31,16,3,132,0,6,31
vCtrl,4.218616780045396,3,254,,,,,,,,,1,,,,,,,,,31,16,3,132,0,5,31
vCtrl,4.235238095238139,3,255,,,,,,,,,1,,,,,,,,,31,16,3,132,0,4,31
vCtrl,4.252312925170111,3,256,,,,,,,,,1,,,,,,,,,31,16,3,132,0,3,31
vCtrl,4.635238095238137,3,279,,,,,,,,,1,,,,,,,,,31,16,3,132,0,2,31
vCtrl,4.651927437641763,3,280,,,,,,,,,1,,,,,,,,,31,16,3,132,0,1,31
f1Ctrl,4.670702947845844,3,281,,,,,,,,,1,,,,,,,,,31,16,3,100,0,1,31
vCtrl,4.6710430839002655,3,281,,,,,,,,,1,,,,,,,,,31,16,3,100,0,8,31
vCtrl,4.685351473922941,3,282,,,,,,,,,1,,,,,,,,,31,16,3,100,0,9,31
vCtrl,4.702040816326568,3,283,,,,,,,,,1,,,,,,,,,31,16,3,100,0,10,31
vCtrl,4.71879818594108,3,284,,,,,,,,,1,,,,,,,,,31,16,3,100,0,11,31
vCtrl,4.735442176870784,3,285,,,,,,,,,1,,,,,,,,,31,16,3,100,0,10,31
vCtrl,4.752131519274411,3,286,,,,,,,,,1,,,,,,,,,31,16,3,100,0,9,31
vCtrl,4.769886621315227,3,287,,,,,,,,,1,,,,,,,,,31,16,3,100,0,8,31
vCtrl,4.7855328798186285,3,288,,,,,,,,,1,,,,,,,,,31,16,3,100,0,7,31
vCtrl,4.802244897959217,3,289,,,,,,,,,1,,,,,,,,,31,16,3,100,0,6,31
vCtrl,4.818956916099807,3,290,,,,,,,,,1,,,,,,,,,31,16,3,100,0,5,31
vCtrl,5.769931972789146,3,347,,,,,,,,,1,,,,,,,,,31,16,3,100,0,4,31
vCtrl,5.786621315192774,3,348,,,,,,,,,1,,,,,,,,,31,16,3,100,0,3,31
vCtrl,5.803356009070326,3,349,,,,,,,,,1,,,,,,,,,31,16,3,100,0,2,31
vCtrl,5.820022675736992,3,350,,,,,,,,,1,,,,,,,,,31,16,3,100,0,1,31
vCtrl,5.836757369614543,3,351,,,,,,,,,1,,,,,,,,,31,16,3,100,0,0,31
f1Ctrl,5.870204081632682,3,353,,,,,,,,,1,,,,,,,,,31,16,3,0,0,0,31
enBit,5.8706575963719105,3,353,,,,,,,,,0,,,,,,,,,31,16,3,0,0,0,0

